Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Andorra,AND,77.48067987,79.14799317,83.62390012,91.44351438,98.49282637,104.3324113,107.2825494,113.9573773,121.6592247,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Angola,AGO,50.92059955,51.06592034,52.15898327,49.79322295,45.07629005,44.68610714,43.13051888,46.59863797,44.55951073,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Antigua and Barbuda,ATG,140.8941588,124.9595699,129.6871286,188.1025159,190.4217843,192.819567,..,189.4602442,187.8912273,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Argentina,ARG,154.059023,159.6394613,143.6158316,143.566834,146.4538276,140.8771235,132.0931513,125.842106,121.1703997,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Armenia,ARM,115.2069146,115.4848446,118.7723634,118.4217138,116.9754675,118.4642306,121.259018,122.3487531,117.7357712,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Aruba,ABW,131.6302652,134.5495788,134.6194615,135.13384,..,..,..,132.6259947,132.0645149,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Australia,AUS,106.2611564,107.2461548,106.2025331,107.6778349,109.4312952,108.4417819,111.012255,109.2520084,107.6593133,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Austria,AUT,159.8169515,155.1157881,150.345714,155.2154711,126.6614696,123.1192958,123.5352681,119.7752968,118.9981278,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Azerbaijan,AZE,109.2880368,107.9339038,111.0134613,111.1650782,104.6523726,102.8610548,103.9214187,106.9924534,102.0230735,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Bahamas, The",BHS,82.51188171,78.16564035,84.94710401,83.15606912,95.30865504,92.60913413,100.7960854,109.2494647,118.5014902,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bahrain,BHR,163.3841919,168.0717065,174.3161125,183.6245336,210.0492218,158.2568089,133.3409369,115.7929212,102.7678474,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bangladesh,BGD,64.35516997,76.29745621,82.10473758,84.07708629,86.07690632,94.5264735,100.2447125,101.5491558,107.0375405,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Barbados,BRB,123.1211733,108.2350789,107.2430185,117.337483,116.2395555,115.1391179,114.8914496,114.7377406,102.6533275,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Belarus,BLR,113.373886,117.9437886,120.8889669,121.2815762,121.112623,120.7921902,122.925228,123.0082886,123.8616142,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Belgium,BEL,111.077829,110.4106783,113.4877626,113.1658212,110.5368746,99.45303522,99.69668646,99.7421427,99.48320148,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Belize,BLZ,51.01272189,50.50836672,48.75964298,58.72170181,60.51248643,63.72026431,64.29904639,65.30473699,66.39371473,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Benin,BEN,86.41824256,96.23029067,84.18939764,88.1051181,81.7921125,78.50459562,82.38429039,87.70201313,91.8972796,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bermuda,BMU,140.5687628,146.4604106,92.90678244,59.66212397,100.8348853,103.0896604,..,107.1897098,109.1878352,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bhutan,BTN,79.9465778,76.64159992,86.85510844,92.83820321,94.79644581,97.99614519,93.26155771,95.5637066,96.56937201,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bolivia,BOL,91.47719586,98.89329513,97.60728909,93.49660939,91.60973889,97.94841441,100.8164084,101.5263482,101.1250044,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bosnia and Herzegovina,BIH,93.13639607,98.46759702,100.260848,100.4128758,100.5249735,102.6423792,104.1256346,113.7691912,106.9755448,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Botswana,BWA,151.097886,157.4163123,163.2901277,163.8751723,152.2730166,146.9601556,150.0055899,162.6411807,162.8407907,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Brazil,BRA,124.6058852,134.8514284,138.4511833,126.0879559,118.3855945,106.4644877,99.9717023,95.71649455,96.83635,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,British Virgin Islands,VGB,169.9930192,185.1353694,188.913036,196.1958013,135.2035428,148.9096257,134.0648279,131.6483516,116.3143793,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Brunei Darussalam,BRN,117.7325691,115.9222691,110.3192286,111.6838231,124.6910434,128.3313662,131.9342228,132.6607198,122.6548017,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bulgaria,BGR,146.9965584,143.8504446,130.9327974,127.70783,125.4743844,120.1404474,118.9396801,116.2063245,114.3527653,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Burkina Faso,BFA,60.20127144,65.84096268,71.04725171,79.77028842,82.61152567,93.50365342,97.91227142,100.2122395,105.8074398,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Burundi,BDI,24.30379533,26.59070882,32.4376271,49.18977601,51.08522649,54.68367609,56.53470747,56.64970019,55.76714706,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cabo Verde,CPV,84.18062882,97.59842735,118.3508242,116.527138,113.331551,113.909075,112.2407207,108.3184376,97.97513251,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cambodia,KHM,129.2593245,134.8600177,133.8962191,134.3338529,126.3169742,116.0128584,119.4915172,129.9161522,126.1249784,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cameroon,CMR,61.00952443,70.95374098,75.1219918,77.94823655,78.22900593,81.96421137,73.19019901,82.70374759,84.19507778,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Canada,CAN,79.3768289,80.34784611,80.72209502,82.61933463,84.5231216,86.28149306,89.57894095,91.86310664,85.73967453,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cayman Islands,CYM,167.6345873,163.5787226,149.6499474,151.0660359,152.8808196,152.4975545,..,152.429636,152.1560512,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Central African Republic,CAF,25.7666098,30.58266921,25.88652999,27.65294881,27.51062987,25.57404521,27.41449024,33.61921611,37.91073151,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Chad,TCD,34.43385283,34.50146451,38.43476879,38.73436811,38.35901264,42.40996705,45.12373876,48.06483101,52.88702622,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Chile,CHL,137.589055,134.6574258,133.3451921,129.1440655,127.972519,124.5944777,134.4373213,132.1845598,131.1361447,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,China,CHN,80.34603793,88.30574902,91.89962887,91.835388,96.52661691,103.4384208,115.5258122,121.7922911,119.3901628,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Colombia,COL,106.4907095,108.17202,117.8049526,120.636922,121.8160055,127.2136962,129.9086097,131.6724442,132.9967081,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Comoros,COM,39.16595637,46.86414792,50.43521774,54.64019634,57.11331939,57.6137866,59.94110452,67.60224049,89.87788652,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Congo, Dem. Rep.",COD,29.11107004,39.56330156,50.29719681,49.51538827,36.66662914,43.45919307,43.38221502,42.77332121,45.55354721,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Congo, Rep.",COG,94.96552148,100.8003873,104.076947,107.4114077,108.8938839,98.92979331,95.34053637,91.90582005,88.61766768,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Costa Rica,CRI,114.7201792,149.9751271,146.3990044,155.4435575,170.0362804,178.5944273,169.9306983,169.3935546,147.4714563,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cote d'Ivoire,CIV,83.99950843,87.79127782,97.60192256,109.3922913,115.2314132,129.9121104,134.8579514,145.340692,152.0010217,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Croatia,HRV,115.7237473,110.3918348,104.8370208,104.3182481,104.888678,103.1730226,105.5834549,106.6423198,106.58744,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cuba,CUB,14.93852238,17.68808824,22.38236037,29.45174834,35.18185629,40.68858498,47.39153727,53.31661061,58.81512183,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Curacao,CUW,132.2219136,129.7894052,121.5544558,119.1695809,115.8905198,115.5478188,114.5239383,112.7349716,110.9127141,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cyprus,CYP,128.2983023,128.1609557,131.1454545,130.9823176,132.6368741,136.1722981,137.0450965,139.994482,139.6351351,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Czech Republic,CZE,127.7906207,129.5920015,131.365859,117.4805076,117.5742832,118.7512323,119.1135078,122.5662254,121.3916805,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Denmark,DNK,129.9747296,124.7068318,126.4121686,124.4441651,122.300966,124.5728833,125.4530064,125.4958526,125.2144694,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Djibouti,DJI,24.47401735,27.63782799,31.94064727,34.3930424,37.15870638,39.51407638,41.19590415,42.51057973,43.93066802,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Dominica,DMA,154.0195871,131.7660809,103.9403531,108.5287217,110.008835,105.2786252,107.2530541,108.8068182,105.5760842,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Dominican Republic,DOM,89.96346359,91.56247587,81.6860454,85.56234973,83.75022036,83.41139781,84.10208352,83.32379175,82.86929925,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ecuador,ECU,106.350217,105.8489672,104.0991948,79.84070461,84.18035505,87.28679711,92.32327021,91.24789005,87.77032593,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Egypt, Arab Rep.",EGY,112.006814,112.7825069,105.409341,101.7022519,103.540997,106.7559394,95.28659682,94.97170247,93.1821785,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,El Salvador,SLV,138.6519199,143.5014132,146.0390003,147.5723164,151.6211797,148.3697097,146.9221022,161.1017373,153.387073,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Equatorial Guinea,GNQ,48.5920649,47.45232546,46.02607021,45.64013391,47.37158281,44.85832828,45.16686721,45.50194471,45.9734067,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Eritrea,ERI,9.39303406,10.81363751,12.60475399,14.20956809,14.9856792,20.36395515,..,37.48802228,50.78359281,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Estonia,EST,151.1345197,146.1207282,144.1604617,144.7205063,144.1630523,144.3413244,145.4384241,147.1771541,145.1743829,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ethiopia,ETH,22.13367446,26.88750898,31.08234717,41.96106195,49.44236323,37.2180717,..,37.40227963,38.70790811,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Faroe Islands,FRO,122.7389587,120.5859016,121.5221018,110.7427525,113.1069271,117.1484141,117.1041508,112.9031595,121.1816712,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Fiji,FJI,99.2763583,107.4858365,101.1221613,111.2042338,119.7485325,117.8305767,114.8861948,115.736449,110.6035507,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Finland,FIN,172.1218076,136.2607929,139.205784,134.9395252,131.3291545,129.9132285,129.4685668,129.2443669,128.5031548,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,France,FRA,97.94818377,99.10863425,101.9183391,103.4564614,104.4897355,106.4394347,108.357357,110.6100121,111.4556255,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,French Polynesia,PYF,84.61066625,90.03691811,93.89705747,98.24621784,102.0162069,104.2509652,109.0010408,113.8613684,119.2561266,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Gabon,GAB,146.1824492,151.0798973,155.6816541,144.8670371,147.543495,128.9816609,138.2809687,137.75384,137.0123294,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Gambia, The",GMB,80.11446641,94.1509753,112.8282417,130.1943563,132.0589763,133.9723898,139.5290282,110.0953015,110.8118285,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Georgia,GEO,115.6116991,123.3264447,133.8376646,137.9343335,137.7647586,137.2607838,136.380667,134.6603816,127.8487714,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Germany,DEU,114.1126357,123.2334833,122.1971002,117.8176431,125.8854564,132.7148699,129.3242137,128.3570318,128.1868547,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ghana,GHA,98.54586684,105.3324411,111.5201422,125.7069529,134.4889824,126.2016214,137.5171658,134.3193846,130.2149362,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Gibraltar,GIB,103.2812221,..,112.6760563,122.8391036,121.9314106,121.6644924,121.7302331,120.2842646,105.1853611,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Greece,GRC,123.9228745,116.5555142,113.4854734,117.8887779,118.122548,122.4009386,115.6669118,113.4494873,109.4976098,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Greenland,GRL,105.2859926,107.065622,107.8377468,108.2001525,..,110.3379898,108.5390001,108.7944664,116.1846045,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Grenada,GRD,120.9091078,122.9546085,107.5747002,109.2774569,107.9012525,102.0771326,106.5201787,103.7329357,108.4222781,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guatemala,GTM,136.1233169,139.2447628,106.20838,111.4995795,110.1395181,118.1585424,118.6670871,118.7279996,113.8153755,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guinea,GIN,52.42849932,68.26949356,77.87206544,94.15602819,94.64639604,96.95447755,96.76749212,100.7967429,105.0423767,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guinea-Bissau,GNB,65.3711357,57.02448954,65.4852736,71.29240008,72.13911508,78.4851311,78.9888828,82.79258606,97.2488327,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guyana,GUY,72.41828491,73.09969247,74.2624905,70.70307206,75.79508095,82.97107151,..,99.39113349,108.8294226,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Haiti,HTI,59.45750288,68.84360871,64.17012252,68.25273558,60.0002583,57.41806456,59.3614343,60.7594177,64.18752052,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Honduras,HND,85.29449786,88.27887096,86.26001037,88.31847018,84.48900013,87.32089987,79.15031642,77.56759949,70.27693274,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Hong Kong SAR, China",HKG,232.551291,239.4366561,237.7048273,232.7365615,242.7675438,251.7650057,269.9337198,288.5327012,291.6536003,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Hungary,HUN,117.386504,117.8606544,119.5971623,101.2544484,102.0406696,102.2119005,103.4451716,106.0716003,106.9594676,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Iceland,ISL,108.1258521,108.8869668,112.6152638,116.2534861,120.8927593,119.9878586,122.1696222,121.9493203,123.4850239,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,India,IND,68.31524817,69.19699374,72.86262075,76.40759943,85.14868348,87.31773719,86.94256319,84.27000876,83.60189609,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Indonesia,IDN,113.4883118,124.392499,127.6154409,131.1804585,147.4150225,164.44059,119.3387219,126.1069128,130.0145101,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Iran, Islamic Rep.",IRN,76.98918841,85.30929143,88.93108659,94.55563842,101.2018754,107.8997933,108.4623938,142.3903718,151.94722,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Iraq,IRQ,83.90088044,97.86757266,95.89691674,94.34036257,91.35870695,88.98326332,95.04015497,94.69591577,93.17007029,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ireland,IRL,108.7990577,105.7496368,106.176478,105.3646002,103.8191107,103.0630014,103.1710486,105.6900007,105.9994702,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Israel,ISR,121.1432456,122.8208828,120.9541936,132.4812089,130.3492361,127.8529153,127.6618693,137.3339858,141.7590016,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Italy,ITA,162.3070852,160.9908765,148.8415405,144.756385,141.6939815,138.2337679,137.466947,131.2645046,128.3141002,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Jamaica,JAM,95.52469766,99.56218045,104.5337286,108.5157458,112.4252814,105.8330321,101.0265271,102.5640043,97.03130556,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Japan,JPN,109.8935958,115.2542733,123.1631952,125.4518632,130.5952482,135.5186644,141.4069924,147.0232275,154.2222888,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Jordan,JOR,111.0543164,121.0705081,124.370646,148.9004082,102.7648325,99.15637314,87.62148885,77.00460933,68.48769211,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kazakhstan,KAZ,180.4934178,178.3430714,165.2675044,149.7227182,143.2053265,147.6397785,142.2824428,138.6292278,129.3831767,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kenya,KEN,69.30390445,69.92534333,72.01839698,78.77455056,79.47190398,85.25315693,96.32021675,103.7690208,114.2038756,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kiribati,KIR,16.92206449,18.5373992,27.42455961,36.9602452,46.21236358,40.4027751,46.04176198,46.47551996,45.76095237,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Korea, Dem. People's Rep.",PRK,6.854660433,9.707375965,11.17416979,12.86539662,14.24864759,14.98240747,..,16.57045633,23.27492465,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Korea, Rep.",KOR,107.1189423,108.6107086,113.2043576,115.9612246,120.2263275,124.5854293,129.6727883,134.4892665,137.536175,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kuwait,KWT,152.2909486,181.7730157,205.9095499,199.832125,193.571063,176.0024349,171.6053322,174.1593403,158.5349125,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kyrgyz Republic,KGZ,120.9243102,117.555938,129.4106012,127.1905538,125.3393872,136.8066442,138.5660601,134.3947411,130.4528758,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Lao PDR,LAO,66.72325212,70.51517557,69.55957418,55.28959094,57.82353269,53.38406897,51.86337704,60.84399721,56.35305049,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Latvia,LVA,127.1557591,125.0882048,117.9486241,129.6507839,134.240928,126.2941822,107.3489247,108.6572233,108.7562918,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Lebanon,LBN,67.81206412,65.69833496,70.07257895,71.29772813,63.70068515,64.50864324,64.49805872,61.81650253,62.82698051,..
